,GeneNames,log2FC,p-value
9199,LOC_Os09g02170.1,0.289506617,0.37614811
9200,LOC_Os05g15140.1,-1.584962501,0.633460072
9201,LOC_Os07g42380.1,0.584962501,0.357888847
9202,LOC_Os06g13060.1,-1.0,1.0
9203,LOC_Os09g17710.1,0.0,1.0
9204,LOC_Os06g06280.1,-1.0,0.698015283
9205,LOC_Os01g74490.1,0.0,1.0
9206,LOC_Os09g36180.1,-0.584962501,1.0
9207,LOC_Os03g11140.2,0.0,1.0
9208,LOC_Os04g34460.1,-0.485426827,1.0
9209,LOC_Os09g29930.1,0.0,1.0
9210,LOC_Os01g64820.1,-0.584962501,1.0
9211,LOC_Os03g19010.1,-1.0,1.0
9212,LOC_Os01g38610.1,0.0,1.0
9213,LOC_Os02g45090.1,0.0,1.0
9214,LOC_Os06g39906.1,0.0,1.0
9215,LOC_Os08g02420.1,1.0,0.417521697
9216,LOC_Os02g10440.1,-1.0,1.0
9217,LOC_Os12g42140.1,-0.736965594,0.73876108
9218,LOC_Os02g30320.1,0.584962501,0.357888847
9219,LOC_Os04g41680.1,0.0,1.0
9220,LOC_Os05g01460.1,0.0,1.0
9221,LOC_Os11g20360.2,0.0,1.0
9222,LOC_Os02g34850.1,1.0,0.417521697
9223,LOC_Os06g48500.2,0.0,1.0
9224,LOC_Os04g58410.1,0.415037499,0.70761532
9225,LOC_Os02g32460.1,0.584962501,0.662011918
9226,LOC_Os01g68790.4,0.0,1.0
9227,LOC_Os04g50990.1,-0.736965594,0.623424804
9228,LOC_Os02g17250.1,0.0,1.0
9229,LOC_Os04g17050.1,-1.0,0.698015283
9230,LOC_Os03g01360.3,0.415037499,0.70761532
9231,LOC_Os09g37270.1,0.0,1.0
9232,LOC_Os01g40480.1,0.0,1.0
9233,LOC_Os05g41130.1,-0.321928095,1.0
9234,LOC_Os12g10650.1,0.0,1.0
9235,LOC_Os03g20640.1,-0.584962501,1.0
9236,LOC_Os04g49530.1,-1.0,0.739838974
9237,LOC_Os08g14220.1,-1.0,0.739838974
9238,LOC_Os07g35610.1,-0.736965594,0.73876108
9239,LOC_Os03g08730.1,0.0,1.0
9240,LOC_Os02g13960.1,-0.263034406,1.0
9241,LOC_Os06g51450.1,0.0,1.0
9242,LOC_Os03g26090.1,0.0,1.0
9243,LOC_Os07g07060.1,0.415037499,0.424011311
9244,LOC_Os07g39090.1,-1.0,1.0
9245,LOC_Os01g37760.1,-0.125530882,0.835147402
9246,LOC_Os02g53490.1,-1.0,0.739838974
9247,LOC_Os05g22920.1,0.0,1.0
9248,LOC_Os02g14000.3,0.0,1.0
9249,LOC_Os01g56764.1,-0.584962501,1.0
9250,LOC_Os03g40130.1,0.0,1.0
9251,LOC_Os02g50230.1,0.0,1.0
9252,LOC_Os05g48855.1,-1.584962501,0.633460072
9253,LOC_Os01g61180.1,0.0,1.0
9254,LOC_Os07g05450.1,-1.584962501,0.633460072
9255,LOC_Os12g24550.1,-2.0,0.38910012
9256,LOC_Os07g41360.1,-2.0,0.38910012
9257,LOC_Os02g13110.2,-2.0,0.38910012
9258,LOC_Os07g49040.1,-1.0,1.0
9259,LOC_Os01g56310.1,0.485426827,0.392631489
9260,LOC_Os07g08180.1,-0.584962501,1.0
9261,LOC_Os07g32340.3,0.0,1.0
9262,LOC_Os02g32750.2,0.0,0.790430352
9263,LOC_Os10g42720.1,-0.459431619,1.0
9264,LOC_Os09g07920.1,-1.584962501,0.633460072
9265,LOC_Os01g69230.1,0.584962501,0.662011918
9266,LOC_Os02g10260.1,0.0,0.776378797
9267,LOC_Os09g37949.1,0.0,1.0
9268,LOC_Os10g01080.1,0.0,1.0
9269,LOC_Os06g28740.1,-1.0,1.0
9270,LOC_Os09g24570.1,-0.584962501,1.0
9271,LOC_Os03g02730.1,0.0,1.0
9272,LOC_Os07g28440.1,-1.0,0.739838974
9273,LOC_Os09g36080.1,-1.0,0.698015283
9274,LOC_Os03g26450.1,0.0,1.0
9275,LOC_Os01g18210.1,-0.584962501,1.0
9276,LOC_Os01g48980.1,-0.736965594,0.73876108
9277,LOC_Os01g16850.1,-0.584962501,1.0
9278,LOC_Os08g28680.1,-0.152003093,0.821724155
9279,LOC_Os02g42530.3,0.0,1.0
9280,LOC_Os11g05410.2,-1.0,1.0
9281,LOC_Os05g13580.1,-1.0,1.0
9282,LOC_Os02g51890.1,0.584962501,0.662011918
9283,LOC_Os09g38410.2,-1.0,0.698015283
9284,LOC_Os09g38755.1,-0.807354922,0.764224471
9285,LOC_Os03g47780.1,0.144389909,0.342734603
9286,LOC_Os07g36420.1,0.415037499,0.70761532
9287,LOC_Os07g48780.1,-1.584962501,0.633460072
9288,LOC_Os06g39590.2,0.0,1.0
9289,LOC_Os02g57100.1,-0.584962501,1.0
9290,LOC_Os01g34880.1,0.0,1.0
9291,LOC_Os08g42690.1,-1.0,0.698015283
9292,LOC_Os02g40310.1,0.0,1.0
9293,LOC_Os07g38070.1,-2.0,0.38910012
9294,LOC_Os08g01740.1,0.415037499,0.70761532
9295,LOC_Os02g34700.1,-1.0,1.0
9296,LOC_Os01g64262.1,-1.584962501,0.633460072
9297,LOC_Os04g44800.1,-1.584962501,0.633460072
9298,LOC_Os09g33830.1,0.584962501,0.662011918
9299,LOC_Os03g38120.1,-1.0,1.0
9300,LOC_Os12g01160.1,-0.485426827,1.0
9301,LOC_Os04g36630.1,-1.0,1.0
9302,LOC_Os04g59600.2,0.0,1.0
9303,LOC_Os03g51790.1,-1.584962501,0.633460072
9304,LOC_Os03g57280.1,0.485426827,0.392631489
9305,LOC_Os06g45140.2,-0.584962501,1.0
9306,LOC_Os07g33630.1,-1.0,0.739838974
9307,LOC_Os12g09120.1,0.0,1.0
9308,LOC_Os12g01030.1,0.0,1.0
9309,LOC_Os12g41940.1,0.0,1.0
9310,LOC_Os03g29680.1,0.485426827,0.392631489
9311,LOC_Os02g41520.1,-1.584962501,0.633460072
9312,LOC_Os04g47270.1,0.0,1.0
9313,LOC_Os03g10400.2,-0.736965594,0.623424804
9314,LOC_Os06g39712.1,-1.0,1.0
9315,LOC_Os02g05450.1,0.0,1.0
9316,LOC_Os03g44210.2,-1.0,1.0
9317,LOC_Os05g23440.1,-1.0,0.698015283
9318,LOC_Os02g20490.1,-0.736965594,0.73876108
9319,LOC_Os07g08729.1,-1.584962501,0.633460072
9320,LOC_Os03g10180.1,0.584962501,0.662011918
9321,LOC_Os11g07600.1,0.0,1.0
9322,LOC_Os07g06660.1,0.415037499,0.70761532
9323,LOC_Os07g09720.1,0.0,1.0
9324,LOC_Os07g15670.1,0.0,1.0
9325,LOC_Os05g32660.1,-1.0,1.0
9326,LOC_Os02g17990.2,-0.584962501,1.0
9327,LOC_Os05g18750.1,-1.0,0.698015283
9328,LOC_Os10g36530.1,-0.263034406,1.0
9329,LOC_Os06g08850.2,-1.0,1.0
9330,LOC_Os09g16330.1,0.0,1.0
9331,LOC_Os01g35170.1,0.0,1.0
9332,LOC_Os04g36810.1,-0.736965594,0.73876108
9333,LOC_Os07g45160.1,1.0,0.417521697
9334,LOC_Os01g71690.3,-0.321928095,1.0
9335,LOC_Os04g58850.1,-1.0,1.0
9336,LOC_Os03g21400.1,-1.0,1.0
9337,LOC_Os06g07000.3,0.0,1.0
9338,LOC_Os07g40030.2,0.415037499,0.70761532
9339,LOC_Os01g16240.1,-0.584962501,1.0
9340,LOC_Os03g63140.2,-0.736965594,0.73876108
9341,LOC_Os01g43774.1,0.0,1.0
9342,LOC_Os02g47500.1,0.0,1.0
9343,LOC_Os12g07950.3,0.0,0.645422974
9344,LOC_Os07g30980.1,0.584962501,0.662011918
9345,LOC_Os06g01410.1,0.0,1.0
9346,LOC_Os01g49200.1,0.415037499,0.70761532
9347,LOC_Os01g11960.1,0.0,1.0
9348,LOC_Os11g06900.1,0.0,1.0
9349,LOC_Os03g20420.2,-1.169925001,0.407728513
9350,LOC_Os06g51050.1,0.584962501,0.662011918
9351,LOC_Os03g47770.1,0.0,1.0
9352,LOC_Os03g59225.1,0.0,1.0
9353,LOC_Os08g42040.1,-0.584962501,1.0
9354,LOC_Os06g42770.1,0.0,1.0
9355,LOC_Os11g16280.1,0.0,1.0
9356,LOC_Os11g05480.1,0.0,1.0
9357,LOC_Os05g49880.2,0.0,0.760104678
9358,LOC_Os06g28970.1,0.584962501,0.662011918
9359,LOC_Os01g60730.1,0.0,1.0
9360,LOC_Os07g42610.1,-1.0,1.0
9361,LOC_Os04g45090.2,1.0,0.417521697
9362,LOC_Os08g41700.1,-0.584962501,1.0
9363,LOC_Os03g53950.1,0.0,1.0
9364,LOC_Os03g18430.1,-2.0,0.38910012
9365,LOC_Os05g04850.2,1.0,0.417521697
9366,LOC_Os05g01010.2,0.584962501,0.662011918
9367,LOC_Os11g34760.1,0.0,1.0
9368,LOC_Os01g42410.1,-1.0,1.0
9369,LOC_Os02g51020.1,-1.415037499,0.365278676
9370,LOC_Os08g24946.1,0.0,1.0
9371,LOC_Os06g11140.1,-1.0,0.698015283
9372,LOC_Os03g58120.1,0.0,1.0
9373,LOC_Os01g65230.1,-0.321928095,1.0
9374,LOC_Os06g36080.1,1.0,0.417521697
9375,LOC_Os09g08072.1,-1.584962501,0.633460072
9376,LOC_Os09g03600.1,0.514573173,0.329559097
9377,LOC_Os07g42626.1,0.0,1.0
9378,LOC_Os09g20630.2,0.584962501,0.662011918
9379,LOC_Os04g53350.1,-1.584962501,0.633460072
9380,LOC_Os06g44060.2,-1.0,1.0
9381,LOC_Os07g27870.1,0.0,1.0
9382,LOC_Os06g16000.1,0.0,1.0
9383,LOC_Os12g05830.1,0.584962501,0.662011918
9384,LOC_Os12g43660.1,0.0,1.0
9385,LOC_Os06g12280.1,-1.0,1.0
9386,LOC_Os01g45360.1,0.0,1.0
9387,LOC_Os02g21510.2,0.0,1.0
9388,LOC_Os08g41680.1,0.0,1.0
9389,LOC_Os05g06150.1,0.0,1.0
9390,LOC_Os08g05280.1,-1.0,1.0
9391,LOC_Os01g56390.1,0.0,1.0
9392,LOC_Os02g07720.2,-0.415037499,1.0
9393,LOC_Os06g20040.1,-1.0,1.0
9394,LOC_Os03g14510.2,-1.0,0.698015283
9395,LOC_Os02g32970.1,-1.0,0.698015283
9396,LOC_Os12g01230.1,-1.0,1.0
9397,LOC_Os10g37260.1,-0.584962501,1.0
9398,LOC_Os04g25540.1,0.0,1.0
9399,LOC_Os03g13050.1,0.0,1.0
9400,LOC_Os03g08220.1,-0.415037499,1.0
9401,LOC_Os11g30760.2,0.0,1.0
9402,LOC_Os02g39340.1,0.584962501,0.662011918
9403,LOC_Os03g01920.1,-0.321928095,1.0
9404,LOC_Os04g51080.1,0.415037499,0.70761532
9405,LOC_Os03g20470.1,-1.0,1.0
9406,LOC_Os11g06320.1,0.584962501,0.662011918
9407,LOC_Os01g56810.1,-0.584962501,1.0
9408,LOC_Os03g13540.1,0.0,1.0
9409,LOC_Os03g51160.1,0.0,0.776378797
9410,LOC_Os02g12120.1,-0.415037499,1.0
9411,LOC_Os07g43925.1,-0.584962501,1.0
9412,LOC_Os03g07220.1,-1.0,1.0
9413,LOC_Os03g21980.2,0.0,1.0
9414,LOC_Os02g21630.1,0.0,1.0
9415,LOC_Os02g05720.1,0.0,1.0
9416,LOC_Os04g38990.1,-0.584962501,1.0
9417,LOC_Os02g50850.2,0.584962501,0.662011918
9418,LOC_Os01g55650.1,-0.222392421,1.0
9419,LOC_Os02g49510.1,0.0,1.0
9420,LOC_Os09g26900.1,1.0,0.417521697
9421,LOC_Os05g19974.1,0.584962501,0.662011918
9422,LOC_Os05g50370.1,1.0,0.417521697
9423,LOC_Os01g16080.1,0.0,1.0
9424,LOC_Os01g14820.1,0.0,1.0
9425,LOC_Os01g53610.1,-0.584962501,1.0
9426,LOC_Os04g47120.1,0.0,0.760104678
9427,LOC_Os01g52090.2,0.0,1.0
9428,LOC_Os04g35650.1,0.584962501,0.662011918
9429,LOC_Os02g48150.1,-1.0,1.0
9430,LOC_Os03g52430.1,-1.584962501,0.633460072
9431,LOC_Os12g07730.1,0.0,0.790430352
9432,LOC_Os10g39230.1,0.0,1.0
9433,LOC_Os04g46000.1,-1.584962501,0.633460072
9434,LOC_Os04g53210.3,0.0,1.0
9435,LOC_Os02g14480.1,-1.0,1.0
9436,LOC_Os03g47800.1,0.584962501,0.662011918
9437,LOC_Os12g32250.1,0.514573173,0.329559097
9438,LOC_Os06g06780.1,0.0,1.0
9439,LOC_Os04g57900.1,0.0,1.0
9440,LOC_Os01g11550.1,0.0,1.0
9441,LOC_Os01g27160.1,0.0,1.0
9442,LOC_Os02g48870.1,-1.0,1.0
9443,LOC_Os01g63910.1,0.0,1.0
9444,LOC_Os08g13840.1,0.584962501,0.662011918
9445,LOC_Os11g35710.1,-0.415037499,1.0
9446,LOC_Os01g71330.1,1.0,0.417521697
9447,LOC_Os01g67340.1,-1.584962501,0.633460072
9448,LOC_Os03g54900.2,-0.222392421,1.0
9449,LOC_Os01g68610.1,0.0,1.0
9450,LOC_Os11g08210.1,0.584962501,0.662011918
9451,LOC_Os07g27480.1,1.0,0.417521697
9452,LOC_Os04g44540.1,0.0,1.0
9453,LOC_Os02g57760.1,0.0,1.0
9454,LOC_Os04g33740.1,0.0,1.0
9455,LOC_Os01g36970.1,-1.0,1.0
9456,LOC_Os12g03270.1,-1.0,1.0
9457,LOC_Os04g04980.1,0.584962501,0.662011918
9458,LOC_Os03g04470.1,0.415037499,0.70761532
9459,LOC_Os08g37780.1,-0.584962501,1.0
9460,LOC_Os12g34380.1,-2.0,0.38910012
9461,LOC_Os06g28390.1,0.415037499,0.70761532
9462,LOC_Os02g48650.1,0.0,1.0
9463,LOC_Os07g17270.1,1.0,0.417521697
9464,LOC_Os03g21890.1,-1.584962501,0.633460072
9465,LOC_Os03g60370.1,0.584962501,0.662011918
9466,LOC_Os08g38970.1,0.0,1.0
9467,LOC_Os02g37940.2,-0.415037499,1.0
9468,LOC_Os11g36450.1,0.0,1.0
9469,LOC_Os01g14720.1,-1.584962501,0.633460072
9470,LOC_Os08g29730.1,-1.0,1.0
9471,LOC_Os02g06350.1,-1.0,1.0
9472,LOC_Os02g08410.1,-1.584962501,0.633460072
9473,LOC_Os04g52580.1,-1.584962501,0.633460072
9474,LOC_Os03g21830.1,0.584962501,0.662011918
9475,LOC_Os02g15594.1,0.415037499,0.70761532
9476,LOC_Os03g05330.1,1.0,0.417521697
9477,LOC_Os09g10720.1,-1.0,1.0
9478,LOC_Os03g60939.1,0.0,1.0
9479,LOC_Os01g68500.1,0.0,1.0
9480,LOC_Os04g21130.1,0.0,1.0
9481,LOC_Os01g19760.1,0.415037499,0.70761532
9482,LOC_Os03g60260.1,-1.584962501,0.633460072
9483,LOC_Os10g34810.1,0.0,1.0
9484,LOC_Os03g15410.1,-1.584962501,0.633460072
9485,LOC_Os08g21840.1,-1.0,1.0
9486,LOC_Os02g10540.1,-0.584962501,1.0
9487,LOC_Os03g47930.1,-0.652076697,0.813447599
9488,LOC_Os01g58380.1,-2.0,0.38910012
9489,LOC_Os11g06820.1,0.0,1.0
9490,LOC_Os05g38610.1,-0.584962501,1.0
9491,LOC_Os07g14514.1,0.0,1.0
9492,LOC_Os02g56565.1,0.584962501,0.357888847
9493,LOC_Os08g27150.1,0.0,1.0
9494,LOC_Os05g23990.1,0.0,1.0
9495,LOC_Os08g38780.1,0.0,1.0
9496,LOC_Os03g53890.1,0.0,1.0
9497,LOC_Os02g51300.1,0.0,1.0
9498,LOC_Os10g36680.1,0.0,1.0
9499,LOC_Os05g28720.1,0.0,1.0
9500,LOC_Os01g24940.1,0.0,1.0
9501,LOC_Os08g44350.1,0.0,1.0
9502,LOC_Os03g53630.1,1.0,0.417521697
9503,LOC_Os03g48260.1,1.0,0.417521697
9504,LOC_Os07g18154.1,0.0,1.0
9505,LOC_Os08g02354.1,-1.0,1.0
9506,LOC_Os04g01280.1,0.0,1.0
9507,LOC_Os06g45890.1,0.0,1.0
9508,LOC_Os02g29150.2,0.0,1.0
9509,LOC_Os01g54490.1,0.584962501,0.662011918
9510,LOC_Os04g35840.1,0.584962501,0.357888847
9511,LOC_Os04g16762.1,-1.0,1.0
9512,LOC_Os08g38210.1,-0.415037499,1.0
9513,LOC_Os01g59690.1,-1.0,1.0
9514,LOC_Os05g01590.1,0.0,1.0
9515,LOC_Os09g27610.1,-1.0,1.0
9516,LOC_Os04g53760.2,0.0,1.0
9517,LOC_Os12g38310.1,0.584962501,0.662011918
9518,LOC_Os07g08150.1,0.584962501,0.662011918
9519,LOC_Os12g01380.1,-1.0,1.0
9520,LOC_Os02g33770.1,-1.584962501,0.633460072
9521,LOC_Os02g49060.1,0.0,1.0
9522,LOC_Os07g09470.1,0.0,1.0
9523,LOC_Os01g64780.4,0.0,0.802674019
9524,LOC_Os03g57950.1,-1.584962501,0.633460072
9525,LOC_Os04g24170.4,0.0,1.0
9526,LOC_Os05g45830.1,0.0,1.0
9527,LOC_Os01g71380.1,0.0,1.0
9528,LOC_Os03g48610.1,0.0,1.0
9529,LOC_Os03g25450.1,0.0,1.0
9530,LOC_Os07g10630.1,0.0,1.0
9531,LOC_Os02g06520.1,-1.0,1.0
9532,LOC_Os10g20260.1,-1.0,1.0
9533,LOC_Os12g37630.1,-1.0,0.698015283
9534,LOC_Os06g49180.1,0.0,1.0
9535,LOC_Os01g68390.1,0.0,1.0
9536,LOC_Os07g32890.1,0.0,1.0
9537,LOC_Os05g10810.1,0.0,1.0
9538,LOC_Os02g04690.1,0.0,1.0
9539,LOC_Os07g44004.1,0.0,1.0
9540,LOC_Os01g69110.1,-1.0,0.698015283
9541,LOC_Os09g27080.1,0.0,1.0
9542,LOC_Os03g02310.1,0.0,1.0
9543,LOC_Os02g13300.1,0.0,1.0
9544,LOC_Os08g28180.1,0.0,1.0
9545,LOC_Os02g24632.1,0.0,1.0
9546,LOC_Os03g19650.4,-0.736965594,0.73876108
9547,LOC_Os02g03820.1,-2.0,0.38910012
9548,LOC_Os02g34920.1,0.0,1.0
9549,LOC_Os02g41820.1,0.0,1.0
9550,LOC_Os05g38360.2,-0.584962501,1.0
9551,LOC_Os04g43340.1,0.584962501,0.357888847
9552,LOC_Os09g02710.1,0.0,1.0
9553,LOC_Os06g51510.1,0.584962501,0.662011918
9554,LOC_Os10g36210.1,0.0,1.0
9555,LOC_Os02g50780.1,1.0,0.417521697
9556,LOC_Os03g01530.1,-0.415037499,1.0
9557,LOC_Os06g30901.1,0.485426827,0.392631489
9558,LOC_Os08g10350.1,0.0,1.0
9559,LOC_Os02g58030.1,1.0,0.417521697
9560,LOC_Os02g40870.1,0.415037499,0.70761532
9561,LOC_Os01g61890.2,-1.0,1.0
9562,LOC_Os03g49610.1,-1.584962501,0.633460072
9563,LOC_Os08g27010.1,0.0,0.65862756
9564,LOC_Os02g34590.1,-1.584962501,0.633460072
9565,LOC_Os01g42950.3,0.169925001,0.627080764
9566,LOC_Os05g37470.1,0.0,1.0
9567,LOC_Os05g12680.1,-1.0,1.0
9568,LOC_Os08g34460.1,0.0,1.0
9569,LOC_Os01g12160.1,-1.584962501,0.633460072
9570,LOC_Os01g06550.1,0.415037499,0.70761532
9571,LOC_Os06g11320.1,-0.584962501,1.0
9572,LOC_Os12g42570.1,0.0,1.0
9573,LOC_Os07g12220.1,0.0,1.0
9574,LOC_Os05g05600.4,-2.0,0.38910012
9575,LOC_Os04g34230.1,0.0,1.0
9576,LOC_Os01g04409.1,0.415037499,0.70761532
9577,LOC_Os12g07590.1,0.0,1.0
9578,LOC_Os05g42280.2,-1.0,1.0
9579,LOC_Os01g21180.2,0.415037499,0.70761532
9580,LOC_Os02g47150.1,0.0,1.0
9581,LOC_Os01g73900.1,0.0,1.0
9582,LOC_Os03g51110.1,-0.415037499,1.0
9583,LOC_Os07g35004.1,-1.0,1.0
9584,LOC_Os01g67170.1,-1.0,1.0
9585,LOC_Os09g29750.1,1.0,0.417521697
9586,LOC_Os01g27990.2,0.584962501,0.662011918
9587,LOC_Os06g35470.1,0.415037499,0.70761532
9588,LOC_Os04g42880.1,0.0,1.0
9589,LOC_Os09g19830.1,1.0,0.417521697
9590,LOC_Os04g34940.1,-0.415037499,1.0
9591,LOC_Os01g13420.1,-0.584962501,1.0
9592,LOC_Os02g27480.4,-1.0,1.0
9593,LOC_Os11g02800.1,0.0,1.0
9594,LOC_Os03g02980.2,-1.0,0.698015283
9595,LOC_Os03g58920.1,0.584962501,0.662011918
9596,LOC_Os04g43140.1,0.0,1.0
9597,LOC_Os07g33340.1,0.584962501,0.662011918
9598,LOC_Os03g49480.1,0.0,1.0
9599,LOC_Os07g05880.1,-0.321928095,1.0
9600,LOC_Os03g24600.1,0.0,1.0
9601,LOC_Os02g42020.2,0.584962501,0.662011918
9602,LOC_Os09g29430.1,-0.736965594,0.73876108
9603,LOC_Os01g16030.3,0.584962501,0.662011918
9604,LOC_Os09g33710.1,0.0,1.0
9605,LOC_Os04g35380.1,0.415037499,0.70761532
9606,LOC_Os04g57630.1,-1.584962501,0.633460072
9607,LOC_Os04g45180.1,-1.0,1.0
9608,LOC_Os12g41290.1,0.584962501,0.662011918
9609,LOC_Os03g06720.1,-0.584962501,1.0
9610,LOC_Os07g49000.1,-1.0,1.0
9611,LOC_Os03g10510.1,0.0,1.0
9612,LOC_Os01g48320.1,1.0,0.417521697
9613,LOC_Os03g19970.1,0.0,1.0
9614,LOC_Os03g49220.1,0.0,1.0
9615,LOC_Os02g08364.1,0.0,1.0
9616,LOC_Os01g39630.2,0.0,1.0
9617,LOC_Os01g21440.2,-1.0,1.0
9618,LOC_Os03g41438.1,-0.584962501,1.0
9619,LOC_Os02g14790.1,-1.0,1.0
9620,LOC_Os02g04230.3,0.0,1.0
9621,LOC_Os06g46670.2,0.0,1.0
9622,LOC_Os04g52164.1,1.0,0.417521697
9623,LOC_Os03g39740.1,-0.584962501,1.0
9624,LOC_Os03g13840.2,-1.584962501,0.633460072
9625,LOC_Os09g25310.1,-1.0,1.0
9626,LOC_Os08g42268.1,0.0,1.0
9627,LOC_Os02g32930.1,0.0,1.0
9628,LOC_Os03g64330.1,0.0,1.0
9629,LOC_Os02g33620.1,-1.584962501,0.633460072
9630,LOC_Os03g13570.1,0.0,1.0
9631,LOC_Os03g44830.3,1.0,0.417521697
9632,LOC_Os05g23670.1,0.0,1.0
9633,LOC_Os02g34990.2,0.584962501,0.662011918
9634,LOC_Os01g40570.1,0.0,1.0
9635,LOC_Os07g03730.1,-1.584962501,0.633460072
9636,LOC_Os11g48030.1,1.0,0.417521697
9637,LOC_Os08g03682.1,-1.584962501,0.633460072
9638,LOC_Os12g02830.3,0.0,1.0
9639,LOC_Os06g38320.2,0.0,1.0
9640,LOC_Os02g51720.1,0.0,1.0
9641,LOC_Os05g39080.1,0.0,1.0
9642,LOC_Os02g35150.1,-0.584962501,1.0
9643,LOC_Os03g31320.1,1.0,0.417521697
9644,LOC_Os04g36640.1,0.0,1.0
9645,LOC_Os11g34370.1,0.0,1.0
9646,LOC_Os02g22370.1,0.0,1.0
9647,LOC_Os03g11530.1,0.0,1.0
9648,LOC_Os05g04950.1,0.0,1.0
9649,LOC_Os03g25720.1,-2.0,0.38910012
9650,LOC_Os07g46630.1,-1.0,1.0
9651,LOC_Os04g43020.1,0.584962501,0.662011918
9652,LOC_Os09g01590.1,-0.415037499,1.0
9653,LOC_Os04g57700.1,0.0,1.0
9654,LOC_Os04g55760.1,0.0,1.0
9655,LOC_Os11g02450.1,0.0,1.0
9656,LOC_Os02g20844.2,0.0,1.0
9657,LOC_Os12g13590.1,0.0,1.0
9658,LOC_Os07g48180.1,-2.0,0.38910012
9659,LOC_Os01g49614.1,-1.0,1.0
9660,LOC_Os04g48270.4,0.584962501,0.662011918
9661,LOC_Os04g56580.1,0.0,1.0
9662,LOC_Os08g08140.1,0.0,1.0
9663,LOC_Os01g48770.2,-0.415037499,1.0
9664,LOC_Os01g41880.1,0.0,1.0
9665,LOC_Os01g06660.1,0.0,1.0
9666,LOC_Os03g04130.1,0.584962501,0.662011918
9667,LOC_Os02g18930.1,0.0,1.0
9668,LOC_Os04g01130.1,0.0,1.0
9669,LOC_Os03g19020.3,0.0,1.0
9670,LOC_Os11g39270.1,-0.584962501,1.0
9671,LOC_Os05g01210.1,0.0,1.0
9672,LOC_Os10g33730.2,0.0,1.0
9673,LOC_Os11g35320.1,0.0,1.0
9674,LOC_Os03g47810.1,0.0,1.0
9675,LOC_Os02g32690.2,0.0,1.0
9676,LOC_Os01g43100.1,0.0,1.0
9677,LOC_Os04g53850.1,0.0,1.0
9678,LOC_Os10g39700.1,-1.0,1.0
9679,LOC_Os09g29404.1,1.0,0.417521697
9680,LOC_Os08g41340.1,0.0,1.0
9681,LOC_Os02g04250.1,1.0,0.417521697
9682,LOC_Os04g23550.2,0.0,1.0
9683,LOC_Os03g62510.2,0.415037499,0.424011311
9684,LOC_Os10g38278.1,0.0,1.0
9685,LOC_Os10g28410.1,-1.0,1.0
9686,LOC_Os08g16130.1,0.0,1.0
9687,LOC_Os06g36840.1,0.0,1.0
9688,LOC_Os01g62060.1,0.584962501,0.662011918
9689,LOC_Os05g38680.1,1.0,0.417521697
9690,LOC_Os07g06830.1,0.0,1.0
9691,LOC_Os08g39970.1,0.0,1.0
9692,LOC_Os05g11560.1,0.0,1.0
9693,LOC_Os03g60430.2,-1.584962501,0.633460072
9694,LOC_Os01g11660.1,0.0,1.0
9695,LOC_Os02g01380.1,-1.0,1.0
9696,LOC_Os06g01630.2,0.584962501,0.662011918
9697,LOC_Os08g06430.1,0.0,1.0
9698,LOC_Os03g42320.1,0.0,1.0
9699,LOC_Os05g51640.2,-0.415037499,1.0
9700,LOC_Os01g47610.1,-1.0,1.0
9701,LOC_Os07g37690.1,-1.0,1.0
9702,LOC_Os05g36050.1,-2.0,0.38910012
9703,LOC_Os05g32670.1,0.415037499,0.70761532
9704,LOC_Os01g01920.1,0.0,1.0
9705,LOC_Os02g46100.1,-1.584962501,0.633460072
9706,LOC_Os03g41510.6,-1.584962501,0.633460072
9707,LOC_Os10g41692.1,0.0,1.0
9708,LOC_Os12g19370.1,0.0,1.0
9709,LOC_Os09g26260.1,-1.0,1.0
9710,LOC_Os08g30770.1,0.0,1.0
9711,LOC_Os03g53910.1,-2.0,0.38910012
9712,LOC_Os10g36710.1,0.0,1.0
9713,LOC_Os01g56200.2,0.0,1.0
9714,LOC_Os07g36130.1,-1.0,0.698015283
9715,LOC_Os04g32310.1,0.0,1.0
9716,LOC_Os08g39640.1,0.0,1.0
9717,LOC_Os03g55260.1,-1.0,1.0
9718,LOC_Os08g06474.1,0.0,1.0
9719,LOC_Os01g72205.1,-0.736965594,0.73876108
9720,LOC_Os02g40840.1,0.0,1.0
9721,LOC_Os02g49790.1,0.0,1.0
9722,LOC_Os09g30100.1,-0.321928095,1.0
9723,LOC_Os04g08060.1,0.0,1.0
9724,LOC_Os06g12990.1,0.0,1.0
9725,LOC_Os01g11160.1,0.0,1.0
9726,LOC_Os04g30910.2,0.0,1.0
9727,LOC_Os03g01120.1,0.0,1.0
9728,LOC_Os04g35560.2,-0.584962501,1.0
9729,LOC_Os05g50950.1,-1.0,1.0
9730,LOC_Os05g02870.1,0.0,1.0
9731,LOC_Os06g46372.1,-1.0,0.698015283
9732,LOC_Os04g54930.1,0.0,1.0
9733,LOC_Os02g02700.1,0.0,1.0
9734,LOC_Os04g38570.1,0.0,1.0
9735,LOC_Os03g57170.1,0.0,1.0
9736,LOC_Os05g34780.1,0.0,1.0
9737,LOC_Os05g27530.1,-1.584962501,0.633460072
9738,LOC_Os12g33100.1,-1.0,1.0
9739,LOC_Os02g24596.1,-1.0,1.0
9740,LOC_Os01g62390.1,0.584962501,0.662011918
